epoch,train_loss,train_acc,test_loss,test_acc,lr,epoch_time_sec
36,0.7754980276792477,88.27724358974359,0.8032540685653686,86.94,0.061417543505532794,199.25047278404236
37,0.7677969718590761,88.44951923076923,0.8339402488708496,85.6,0.05936906572928624,198.80127906799316
38,0.7664049098124871,88.48357371794872,0.8026659067153931,87.15,0.05730415142812059,207.59618473052979
39,0.7572659782874278,88.97435897435898,0.7893645872116088,87.47,0.05522642316338268,206.8143129348755
40,0.7527218112578759,89.16065705128206,0.7932392036437989,86.98,0.05313952597646568,216.24936294555664
41,0.7422813693682353,89.73157051282051,0.785236919593811,87.87,0.051047120994167854,252.33103895187378
42,0.7403593654815968,89.85576923076923,0.7945164791107178,87.1,0.04895287900583216,213.60532093048096
43,0.736235191883185,89.96594551282051,0.7829895311355591,87.79,0.04686047402353433,238.0594449043274
44,0.7271244912575453,90.24439102564102,0.7919563864707947,87.62,0.04477357683661734,206.9611120223999
45,0.7201677221518297,90.61899038461539,0.7672697752952575,88.23,0.04269584857187943,219.13168811798096
46,0.71506103124374,90.7832532051282,0.7662878779411316,88.27,0.040630934270713764,193.37258291244507
47,0.7097631902266771,91.0576923076923,0.7365139244079589,90.13,0.03858245649446721,192.7015209197998
48,0.703746724434388,91.26802884615384,0.7568177425384521,89.08,0.03655400896923672,193.04266500473022
49,0.6948638624105699,91.71875,0.7825448076248169,88.02,0.03454915028125263,199.26865482330322
50,0.6848276948317503,92.23958333333333,0.7496377868652344,89.25,0.03257139763390925,196.77631306648254
51,0.6850569061743907,92.12940705128206,0.7429791555404663,89.42,0.030624220677394856,214.53736114501953
52,0.6747468809286753,92.47596153846153,0.7295986951828003,89.94,0.02871103542174637,201.74419808387756
53,0.6679615668761425,92.82451923076923,0.729400810623169,90.18,0.026835198244006927,203.1700839996338
54,0.6607067889127975,93.13701923076923,0.7143614692687988,90.73,0.025000000000000012,204.64402508735657
55,0.6539866198331882,93.39142628205128,0.7132870558738709,90.98,0.02320866025105016,207.624196767807
56,0.6441980840303959,93.84014423076923,0.7110885689735412,90.89,0.021464321615778423,201.4632430076599
57,0.6355259600358132,94.28084935897436,0.7098310792922974,91.23,0.01977004425688126,212.59180617332458
58,0.6266534300950858,94.5713141025641,0.7051514476776123,91.22,0.018128800512565515,196.73417806625366
59,0.6193426757286756,94.8798076923077,0.7005000686645508,91.24,0.016543469682057107,217.74919414520264
60,0.6097675560376583,95.35657051282051,0.6824427082061768,91.89,0.015016832974331724,219.5686857700348
61,0.6028065892366262,95.67908653846153,0.6889792428970337,92.11,0.013551568628929435,214.3990170955658
62,0.5935780549660707,96.07572115384616,0.6875150533676148,92.2,0.012150247217412187,226.73662638664246
63,0.5873044779667488,96.33613782051282,0.6983423817634582,91.68,0.010815327133708015,238.35629200935364
64,0.5788428065104362,96.61658653846153,0.6865877250671387,92.28,0.009549150281252633,258.9038932323456
65,0.5693335475065769,97.0733173076923,0.6812817653656006,92.4,0.00835393796449503,221.49158310890198
66,0.559465466095851,97.60016025641026,0.6737282157897949,93.13,0.00723178699197467,213.1735270023346
67,0.5520096922532106,97.90464743589743,0.6746368312835693,93.0,0.006184665997806833,211.38925004005432
68,0.5459648126210922,98.18309294871794,0.6786877000808715,92.88,0.005214411988029355,213.68646717071533
69,0.5380634566148123,98.52964743589743,0.6781566614151001,93.34,0.004322727117869951,229.5817699432373
70,0.5331616450578739,98.72796474358974,0.6656257167816162,93.52,0.0035111757055874327,264.51392889022827
71,0.5268741433437054,99.03846153846153,0.6677205619812012,93.63,0.00278118148812595,225.37153387069702
72,0.5232953889247699,99.1025641025641,0.6663502113342286,93.53,0.002134025123396638,207.03700280189514
73,0.5189263326999468,99.38902243589743,0.661076823425293,93.83,0.0015708419435684464,205.13406801223755
74,0.5163762650428674,99.51121794871794,0.6608623030662537,93.82,0.0010926199633097156,209.60206484794617
75,0.5153994979002536,99.51923076923077,0.6583460875511169,94.06,0.0007001981464747564,211.12137389183044
76,0.5131916212729919,99.59334935897436,0.6603965174674988,94.07,0.0003942649342761118,213.68893265724182
77,0.5127978680989681,99.65945512820512,0.660759889793396,93.9,0.0001753570375247815,209.95558190345764
78,0.5125790618933164,99.63541666666667,0.659584815120697,93.98,4.385849505708084e-05,229.9424901008606
79,0.5133601320095551,99.57932692307692,0.6592635695457458,94.06,0.0,236.5933482646942
